what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334184326395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184327921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184334200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334184337524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334184338692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184345053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184347358
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334184351005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334184354419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184355105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184366907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184368159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184372752
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184373314
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1334184378557
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334184380889
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1334184388850
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1334184389227
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1334184389276
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1334184389392
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1334184389392
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1334184390733
started,bundle,com.aptana.deploy.heroku,3.0.3.1321500599,"com.aptana.deploy.heroku",1334184390844
started,bundle,com.aptana.deploy.capistrano,3.0.3.1321500599,"com.aptana.deploy.capistrano",1334184390848
started,bundle,com.aptana.deploy.engineyard,3.0.3.1321500599,"com.aptana.deploy.engineyard",1334184390850
started,bundle,com.aptana.deploy.ftp,3.0.3.1321500599,"com.aptana.deploy.ftp",1334184390852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184398684
opened,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184411056
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184411082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184411111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184413754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184417662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334184418512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334184419327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184421404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184422656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184423715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184429515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184444872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184447265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334184450040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334184451001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184452779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184453912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184454174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184463139
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184473849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184476206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184491472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184503334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184560559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184565394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334184582050
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1334184582452
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184582528
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184582735
closed,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184582736
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334184585284
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334184586933
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334184590640
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1334184591466
opened,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184595972
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184596043
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1334184597838
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184597921
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184606957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334184610685
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184612519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334184615396
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184619594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334184622844
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184623989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334184626756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334184629489
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334184631790
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334184643160
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334184647830
