what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333332989554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333333005758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1333333019070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333333029199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333333036383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333333049678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333050464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333053270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333333060172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333061289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333066811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333333074426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333075480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333089804
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333333090346
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1333333116053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333333121435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333124672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333152391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333333170353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333171225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333228371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333230310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333317862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333333330251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333331223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333343833
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333333344905
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333333346663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333333349345
