what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334179590361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179592381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179596318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179620680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179703556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334179729229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179730029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179737144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334179739926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179741821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179761630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179783337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179791261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179802508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179816968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334179860893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179861770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179869020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179874807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179907192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179918057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179934815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334179958721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334179962180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179963010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179970345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334179975724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334179976397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180038767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180050107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180051411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180080731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180089190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180089924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180098356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180101678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180116267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180122760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180141779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180149684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180194575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180232213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180265067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180267606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180290645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180308178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180315435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180318868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180320319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180322081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180325306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180354585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180377714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180433280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180475578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180476750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180541226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180570019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180571338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180578961
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1334180601732
opened,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334180605056
started,bundle,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui",1334180605143
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334180605150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180608820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180612408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180624408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180630135
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334180630703
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334180646360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180661724
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334180675475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180692601
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334180693559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1334180700497
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1334180703025
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1334180706645
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1334180707981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180719581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180721146
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334180722598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180771637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180772289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180794880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180803999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180812900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180833728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180834480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180859865
activated,editor,com.aptana.editor.css,3.0.3.1326757715,"com.aptana.editor.css",1334180860636
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1334180865523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180883273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180893351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180904817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180909931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334180945222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334180946953
