what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333329792543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329795089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329805672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333329810319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329811727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329820010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329822674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329892893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333329897896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329898967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329924085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333329929602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329931434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329934904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333329940786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333329941961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330011347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330016722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330045330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333330097916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330099024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330115939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330132408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330136433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333330208739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330210346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330221315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333330274889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330277178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330281380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333330304889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333330344434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333330352808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330353911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330356802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333330419155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330421629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330432032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333330444125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330444963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333330542880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333330581566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333330585398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333330596648
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333330600077
activated,editor,com.aptana.editor.html,3.0.3.1326238925,"com.aptana.editor.html",1333330603028
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1333330649617
